wav_filename,wav_filesize,transcript
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8ee5ae26b536c0f0136409d9530efcb31ea7d49d0b8f4fe9ab32af129dbd580e58ce88581a414dcbc4758386ae7a82918fce93b52444517343ff260e276cf8d6.wav,79148,die vorwürfe sind völlig absurd
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e0a7c541b93747165e570e764410890f2b7a955aa27795ac5fe3a18c0732a088f9c602e26b32dd96dbe7020529451199a339a4a9764d31abb719434022057f97.wav,83756,knecht ruprecht holt seine rute raus
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/18546140af91c9a357c4257493bd1ce82f9c4b939ec5417392251465a15ca453927c20c30469808449a001f370d596b547570c3cac4098947e6382cef2f17d15.wav,80684,die mission war ein kompletter fehlschlag
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f50ff5c5e66589bd1bab217d93e74f28d1f5e0e18d8deb08950502f9eadee5e168b44b50aa3690ab02a523a410fdd90f71f98bbcfc357fb167181dfcba903054.wav,105260,vor allem lassen sie sich besser kühlen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/37e5ec40112b47ae97026fb8ce2bafcd2f6fc2d2f952167ce65cae943f40b514d53ee9cdd1e1e0b5dd51939583d26518725235e8a0c30716237f54bfe2e7e207.wav,109100,montevideo ist die hauptstadt von uruguay
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d6d5ea4828c34536cb70aa934b2f2134b5fb17c68f0e5ccc135fadb8bcb8456a3ed26a47946baef4660805aac93963b7a1bbe13df9586e9d7a8c72e3a69034f2.wav,165164,der export nach china ist unser wichtigstes standbein
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8631a9796806e0221d902049a6aea10bead6f37b6434b71c3471382f0ec63897b6d826a4d57c9425d70dff918df1ce17738533360777a6f42a3511aadc9edfb1.wav,112940,san marino ist die hauptstadt von san marino
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d40979aabd54b634f2e3f57ce52ff067e32fedda51d4e79e024b5082f482f47477305f577d083821d8602eade5e369f92bd591a606ea2a78f62601ef87ed98f2.wav,227372,dr schneider träumt davon eine eigene praxis zu eröffnen doch noch fehlt ihm das nötige kapital
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5212d63402ea7aa51801aac009d73b619992ca854c7378694d04fad80756cc320034e4a167f133a068298812b9a0d97aa4306690f658db40938a7092bd0c4df9.wav,145964,ich denke das risiko können wir in kauf nehmen urteilte ulrike
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2b03f46c3882dccbd5763ee4a144a8820d9c6898c24b76f73471463e986fd71629292d0e7bb6a4f66bc5aca975b13809feeb2223a772fcfd596408fea20baaf1.wav,183596,dadurch kann ein höheres drehmoment übertragen werden und es entsteht weniger lärm
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/1e7584f66d4d1b4f238c226aa7d0b629e24715e5b1df8e863d32cea8bf381498f1c69366e8a655516cb0290045289a8bf7e206949d106b0d1499480257f2262e.wav,98348,da müssen wir wohl oder übel selbst hand anlegen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/38ea189a8f2bc6a36a667696c9c8080389845f942269d2963efcce5c658e1c559efccc39baf86c06ab754d7bdf4fa5736a785346214257bd9c0d1d38c90cce56.wav,106796,ist das wetter in oberhausen besser als in celle
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/0ef746f88a02a6652e4507bc05e7d8fa69acf988a91f2eeb7cdef2df07c0152b8ac282076059333a1e263afb8bc8f996785e4d8bec9645947684ce08c4802c7b.wav,96812,sie tritt das pedal bis zum anschlag durch
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4e976a317d34d54433cc3d8b0f5ae90ca17862602c1b4dc5efac24fea653873ec35679f53528eee659ab644177f751d942dab3e28b70cf12b805d8c8289e9965.wav,102188,die sparkasse wird gerade überfallen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6c4b11fc59a80d20d458408d87c2f5c37e4c58a7654d0f256ec56d0b33b56a57289b90d60fdd149e007a91e83455ff886dc79c56142eaf38d74401f2b0d3a0fa.wav,113708,der uranus hat siebenundzwanzig bekannte monde
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c6599845e4dfc6c7adf5cd2bd237a4748396e19440684bb542b682784ca9687e08f87bf0308ee32cc2df121ea9a23dd4386399332e4b94ee880ab67131d55ccf.wav,131372,bitte reinigen sie den luftfilter
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/88c7ebfde9e0dfdb4ca84a28160c5bb3c99b2698da7cadc4595cb21d2333a2e8ed4656275ae8b1c11e258f04be5fe57f25a5d12e221cdd18e9586255451bfeae.wav,76076,dialog löschen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/afd82ef3b7a0bb509baaf9e4222587e8a82c47a1cd2a2b5460b25edfe633021314cde2943d688a7e05fe437e5241c287244eb6ff798127dcd0ff1363f077d15a.wav,111404,riad ist die hauptstadt von saudiarabien
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a1a404bc4806665984e3c85b4b3a56d1cd43d219a4974e7d2f30e4996014f77ead07f7e29d97cc4cd4b84a6ebbfcdd17e0001f3a26651086f5795ecbd4d80e48.wav,109100,molly krallte sich sogleich eine schachtel zigaretten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d8e59e976fa401bf8f3e2c65ff5b50f2f7ae2de50fcc2ce33eaf3683af07d81776189102844ada7ecc330ce5d32da9b12cd0f414308af510c7d4399eaa57014c.wav,207404,unsere haut ist verschieden doch unser blut ist rot und unsere lungen sind schwarz
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/bc9d4dbaba965ea6f3f0ded61b72ca611ccd3cd2433db0e0ce897ee051fedd23cf50717f0a35a0ba87d54b6b351aefe4270187372c9b04f0daa9f5462df616e4.wav,157484,mechanisch oder elektrisch angetriebene lader bezeichnet man als kompressor
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/72c343d0b285bb74307860e0cc4eedd6f0124965e44e4e4bc29c916ea22b4fe5ae99ec362c193fe5b54793774dc9b5b9cabda1b3b1607df6954b717267ede16d.wav,96044,du bist der einzige der mir jetzt noch helfen kann
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/445be4cf5fdde33b81d855922621f7640f253bbdefcf7b7a9fec24d04c9cde0046079207d72390333218f7ecef8e5064c8f39ba4c502a7533d4567e70d0836c3.wav,102188,nach ein bis zwei stunden hat es sich eingependelt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/fa22f52b8c39f47d32565e023c716068e7ca3dfbf8f6f6a0621940d3ccf246500e61b90b91ddade5a88b9b6c65462bd5b9925922b03dc6de7b15a267673c63e4.wav,73004,ach das ist ja sympathisch
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/26c6609be5ed34db9aa1c37e7adcdd90483b6a195ccac78f28e7c877dcdd33afffbf763a8e1e3f50416f5a05b659850693070201e9e8aacbdac935bd4436025f.wav,143660,anita hat den aushang am schwarzen brett gesehen und sofort reagiert
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/55e6b91b09c4058b2bad8882d8a63b3fb1f84e7c575433db0141cd84956b051e90bc962887b66ea7c70ff198481115364e2518fe28c3ac2a2b54ab26b7868b1c.wav,127532,in der formeleins nutzt man wassergekühlte bremsscheiben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6d39e35c1c556e707999976f912c5782c72d217e16d18dbd4e6f055518eb60c3955b766f496a00699d439cba273430d6a22bad842dd87d827898d2bc84cef966.wav,137516,dann würde ich es mit einer gebrannten cd probieren regt doreen an
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/1d9846b531c526519c06f64bb24a232e8fe48ff5500e58881ef129e3de2f4553e07996e4cb62868ac21e7fa17bbb5407f72d01596a6148efc3c9208ead7e9696.wav,66092,fernbedienung ausschalten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c0a3daec0688b18fc0e2c21f7243d295dd73e179b7e8288e7722e6940b67accfd2f81bf6a4c9484d9649bbf6686bc3bcf11a112e3e4254f3fb885cdeb45d5bec.wav,176684,wer an lungenkrebs stirbt hat sich diese form des todes meistens vorher ausgesucht
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e677b6b056d0dcc417b3ebb1083dba180c6ea392945eb10b4a62736c61940d0b2508fa9f8fbe7ea8e6f76e00157b6f10b3c98b0b775ade7f0fe9924f4ddeb51f.wav,56108,och nö
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d6a2307a881f3b76a3ede04f85b2280998a73caeb4c72c31692e7a5f2ecc201749121b20382147277993732e5df4cfc81983a13822b179745aa867a62e255171.wav,115244,anna hat sich vorgenommen wenigstens einmal pro woche zum sport zu gehen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/cbbbb510fa3b3d65f993dd2ebec2c0287993f8509df556ff235bb87d0d370a68e0cad0e70fd3133a85a222210d70fcdae5b3816f1f595a3b8c0dd03805f4f093.wav,247340,die weltgesundheitsorganisation empfiehlt maximal fünfzig gramm zugesetzten zucker am tag
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/db18500541def1c90eaa382507d0d1534e99d5aabd2a98df05dfa210b1d9a2ef262042e408290cd59364acab01b34467e10351854da5a838cfc9f5f0885bb5a7.wav,88364,jetzt hat jessica die zügel in der hand
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c5847af2db91c6a0df0b9a05fce8bb0108fd865cd0dec7c4b3a2f696abc0d0bb27aedaf3d6a0fe499a9c2e1451dfa5890a47aafe672a6aa8073a0b2de3062475.wav,149804,in konventionellen pkw arbeiten viertakter
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/0769eafc5d91b1f59cffd1033f49203728e73e4109b6a915848bc5295ad3276c0aa8457bf8ccbd924d7c872c0df65cd3c02d4c1665be94aa9590595bf315d836.wav,145964,nehmen wir schwein rind oder gemischtes hackfleisch
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/cd948140b85f85c26cbf8ee10f470a014d0e52d8617c27e5c00cfc55894a64bd93b96c5ad5a268f2fa676e65dd50414d5396fbb53a18c7d34491dc5493ed40be.wav,164396,der bericht ist wasser auf die mühlen der atomkraftgegner
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/40ac54b78f1b378971a467030893666de48f2b7db806bc8c1ce680d5178e8de2c549d0ed7143a2878e84eeae6b650999b4e2aab801af7ddf102c0dc1c2e638f0.wav,110636,woher hat der knabe nur seine aggressionen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/ea4eeeb474182448a029800cf7255da90405206c7729552efa0a5f995c3485a5bdb55f25201ac4b66828afae2a0b194a8ae1d73e3fb75e6e8bd512f9f094aaef.wav,149804,niemand hätte erwartet dass er so weit gehen würde
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/36b9bcb392f9fe1da6c82c6d80129891dfa39c1d293c6fed8187de97fddde841dc00d700e79651b18bb5736a8bdc711eb7b9b318af22288d85037a64b4124650.wav,155948,moni hat antonia beim klavierunterricht kennengelernt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2a744304bfc832711768e5966b9e9a1de1bd1eae84a41fba6e859f40b0168889f6c2ae6fd9b2cfc489ba821d291d487a0bc64752d713e824570435ab2de80ea0.wav,148268,wir wollen der website eine optische auffrischung verpassen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b41fff4fc73a3db5d8dcf1fb73a8a2ad84a2d3cbf01a0347e66b990b3b0ea522f0bdda5aa5d9a633a3951e54d757f161b4b3bca18fc56a1c5264c301237d5443.wav,92204,stefan hast du am mittwoch zeit
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e8e85b0ecca3845ea1d3be3accea7f1e3db700c39f0f624e2540aee6532548e86116f61a2b467654f4d8947cfb441a6d001b9ed35bdc8ceedc57c9b4b9495dcf.wav,63788,nun krieg dich mal wieder ein
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/99665d88d8b5c79386b98d045810a735c84fd23a3ffa234c4664879a5ac105aa0d43fda08b2e4accdf02fed2dead205c190a04cf43c271767158151d7ebcb2fe.wav,216620,mithilfe von hochgeschwindigkeitskameras konnte man das scheinbare paradoxon widerlegen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/89e771d7895752e49274e30d16879d3a213c2a67d4be150d21e4798c9847f937ee89527f17ff54f4967152e133ba49544f0b4754a141df9b3d5886c45dca78ec.wav,190508,alida probiert zum allerersten mal fedora aus
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/256dd8267a9b5a1028f94ae4d462e94da81be36dc8b8e0e402abc77924b724630cecc8e2816b898458ccc4497e97436f5e0dc6ce707aa39eda3d03458c396afc.wav,106028,meine oma hört stimmen wenn sie einsam ist
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/de83da6dd05261468aa3481df823efa80444b7f62972c364c56922c1ea2d2d60e5ff69037e700645accd4a402381873d561e66980259d9f4e5510e10ce11d50c.wav,106028,sie muss folge leisten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4f34cc51f854c1ee829a1c1b0f5d944ce4b32f36643075b24d075bae74c4d26b7e2349445b3aa106d6873793865c72170ca2dc36ffd86eec1edeb6a260acbfbb.wav,230444,die richtige balance zwischen aufmerksamkeit und zurückhaltung zu finden gleicht oft einem drahtseilakt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/cb7ac54db51c3fc46a9431a5584f8d30536c3dbdf4bcdba7cf7bbe0fb13f7a02b3e7f5791f08184c29a75bbc01f90c91bcb1b67d82d2356ccf18f277ef9c8bd9.wav,152876,ohne alleinstellungsmerkmal werdet ihr die masse nicht zum wechsel bewegen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f3d7122df0c02bee356d95052062d1edf1f300ceed6a220fba7eef54c11c311c4a9957b1fc33209d2fcfee6db6c468a2100355d8220b58467ef057a9289d57c9.wav,122156,svenja ist eine kommilitonin von mir
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/ca6c00be29f0e95f4714d0fa87f98f8df6acd983ea230ec6f2b3bd348963de30cb1bca85090e58993e97ea453e9a60ba33c1e8806313cfe1dcd6d722043bd702.wav,126764,sauerstoffmangel macht müde
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c2a6df6d6cec83f01e60a2138e045d651ad23c58dc75aaf29d83e5fa6ca4e51a37d74a53e2a1b7b352e7c1fc3fcbc0fc464430c248ba0fc3ed5d1d13aee38ae4.wav,84524,warum gehen mir immer alle typen fremd
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/23a0391cf4a2bd9325603f7426c3ef989477761a4204ba6ee64eb460cdf928dac7541e96c5a92833e0904a4d9c704f053349b752b1cd8909e9444637c1d10f0c.wav,73772,sehr genau beobachtet
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6b89cba7567ff42d3a62fe848468a665914bdf6f2e48a39396c7d261bfd405652c8e318d21459805f6df74c1b7dee8ddbf3a6c6bea55c982b1d00c58b9042490.wav,97580,hast du mal feuer
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/31cb27c0157e40eca8f2f3988e6db399a19651ba09ac179fe5775346a5603791f725b905426641e9f8b7488fd0c1ff34699876c8ff797fd54a040d4044857986.wav,113708,wie funktioniert ein tintenkiller
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/ae21ed6a1d0934f21f30318f6874ca277dca5987f27f0cb7acbd3b9e6baf83fa370fc99963d89c21067040f9e8c5877443ad0504335d7cc089526d5993feab69.wav,165164,um den teig fluffiger zu machen kann man auch einen schuss sprudel hinzugeben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/88068049e6754074b394b9798b576e782d9382d48cf650b58fc39f9eff5d18ca378ac6efdf1d3aa53c2826fbf64bed88622c185a4ced28f25488d1030f858ebb.wav,135212,hier hast du einige sorten zum ausprobieren
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2e9d147e65d8c535fa59f3b507b8e49313147c0516a0447b298f57458ad5c65763ac23bbb0fb5b9152664e047fa71f9a44c741449ae72330149451282314ce63.wav,82988,was kann ich für sie tun
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/59ac83e5565e3454dcc387f2a801d38ead36682ab794544724bbfb032a8f099da4fd6b07c193d839f720e4d439f3b2d488510b73e71f13310333a21dc2f306ae.wav,217388,entweder können sie einem vorprogrammierten kurs folgen oder sich an wärmestrahlern orientieren
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/dfcf8928934afd4c5a78bd9bd4b7a700e332e4f8f77eb09d79bba6796a905b33f231ba923cd4aca9f1292f0f08ce1197efff3d9cc617e6464b1e5be088e8c0cd.wav,164396,aber woher kommt der wellenberg auf der mondabgewandten seite
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b6d8cd17033764731e8f68c805bf93b59d21df454257c17d0b22c767765ab79bde0a123cc8967252afb214cc4f4a5cb37e7c7e8f46ff1c6512c574a8fa6e9a6b.wav,270380,ironischerweise ist es letztendlich die schwerkraft die den adler am herunterfallen hindert
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/dce75395ec6329a4a72ae33e55f7027b22e0e6c32b2352178cb9b1a6fff8c6a370ad730cd0c22de410a7c364799d7045c48b4880b3cce0077f47b86c0b9f39d3.wav,171308,die kanzlerin machte das thema jetzt zur chefsache
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/dcd78eaaa71659db9056cac59649a1c60bc6058bee94b4768597cdeecc2cd328ddf87a4f3fb1fbb76bb760dc6c2de769e9e1b8087db320d2f83a70c77fb09c1d.wav,93740,jetzt kommt werbung
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/0a960df9ac0ce9d5852818f4bf168bb33522da6a8472f68388986f5c0af3ded650dd12d291e932cd5dab021cd23a380e7123c3a4759d896839e26f03cfd4b9ad.wav,173612,josephine hat die aufgabe komplett nach schema f gelöst
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/72ecbe38a697edb4c8413533eb354d55f03d53df7c201e3404d62f8ed2c0cb4779107250940171f73b35f3518d31a9cf3933b3fcd29521b79bb4c5fc08706d97.wav,148268,der planet ist mit nacktem auge nicht sichtbar
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c8991feb64bec3bb8edb6f9c221c65c975c636d5a4df07da153bc43da405496aa281ed57ee155b4f6fd94e69a1f09e7aef3f2199248db63fc7c48798519d80f3.wav,192044,ich fürchte hier ist eine komplette neulackierung notwendig
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c2e59574884c209033f1ce4f8b1824fea0771031816217d245f72e64fcb3b264d6527842070f3acae016f77306348699eae5597a3b7556fdd846cbd5ba4a5910.wav,221228,gerade weil die spurweite verringert wurde liegt sie instabiler in der kurve
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e7682f3f5e62d9c2d02c6776bdeea779078266751f9099ae07eb8a28782da458fe2cdfeb480f1da126baa782a07b906a440f6a4363848f0060309d0a99a7ef6e.wav,197420,an dessen effizienz kommt nicht einmal ein ionentriebwerk heran
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/74eb43dc009c64bddf1a9bea3dc6b48264d330c2fc0547bc3a831740f43c2129615d1342e9551aa40c7792169fb733e2b6c1370012078f4857bd809df1387f61.wav,210476,die lehrerin war mal wieder überfordert mit dem fernseher und bat einen schüler um hilfe
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5d40a8f56580eaec69f54996b0784b6a0c560338fcf2437ca23c8e87eaeaf5ce474257e5bdba3456f9107d5c36780eb161110fe833f68c90ffa19bffc9f2cece.wav,185900,man sollte digitale technik nicht nutzen um ihre nutzer zu versklaven
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c59cba70ef7f30697a11d133e63706520ccbd0eb427cd5c6c8380d4cd909f4a59fb056455b2468f094a0781408f63035ddb870ffddd3d68aaa629037df73a504.wav,292652,für geübte radfahrer sind strecken von über hundert kilometern am tag keine herausforderung
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/ae50438cb3e6e843d512cf0ee2951f119e734357245467c2c63417c207faff1ac3d0fb45bf01c4993a40f2bd39b9b14b622739f442d2b1b357fc515b3c88c5e6.wav,212012,bei der hitze schwitzt man so stark dass einem die sonnencreme ins auge läuft
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4994a83c1d4a02d6b8483eb44e4303d40ec6ea6ccfb4a721d92d043ecb467e66a7afaf36766d2ad423ebeafd885e25d48f482bf1d63d2ebb02367e718e16f2f5.wav,176684,kinshasa ist die hauptstadt der demokratischen republik kongo
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/bac999f2b0e2cfe5e47812c05e900c4b820bad4474434e3d8949f7d824cc035918f153401148b91b43319010ee58bdcacde5104bba7d76a060c5c61fb8d80ac4.wav,152876,kommt man mit der drehleiter wirklich bis ins oberste stockwerk
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2c843a2fb7e7b1b63364c38b4d5afc1d7f271810ed8e965153fa1e8ef599496594ec6ebf3a20a851d24a6f214d972674a33b14a18ac905d17fd2179e7a19c7ea.wav,118316,er hat eine deftige absage erhalten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/0a78438b77ad859073e1ddac524fd82882542cf1444a9d3317a2b49a2c91db02d5cf00d5dd75744e0809b911cacee2fe5ac952602c56914676b77b45c8b220dd.wav,232748,doch auch ballaststoffe sind wichtiger als es ihr name vermuten lässt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b5800b395ffa610785e011d982d4ee1add3969864113fbc5cfbc573cdcbd7f1e2a53c7fb30ddbaf4ce7619b21db98d9056232e94e58c5fb35eaa88177b7b4df5.wav,239660,hat jemand eine violette haarspange gesehen fragt elli in die runde
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/0acb26de4b0779f8cb923ebddb1e4c8ba5decad86f734941e0d418666c5933997baa5a2cfa1ae42fa3301e06dba70234407e982123adc8c1bba620e57ab916ee.wav,122924,sie muss sich erst noch einleben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d4651811f69c6bc48dd563b4402ece10c53f54ddc3b79874056d0d9eac38218f21ee570e03ec5d74815a5991cc88207134f051a907f2567876c2cd34f2512ac2.wav,260396,das gute an dem abisolierwerkzeug ist dass es sich automatisch an den durchmesser des kabels anpasst
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/90a07439ec6d37e6ea52586daa07ce88cc1d60dcd20e12e38a48b1d31e3225251220877b1de54f2237bc38f3a6c515dfb650c460bfd8762f1e5df0a59386ea94.wav,133676,so gut wie jeder hat eine meinung dazu
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/62ed6fc269b48633aa7c7a4ab43ec7064746a6f6ea9bbbe047a871d19e166be3d8f4488490d75a0353fdeb30958882fec6e4e3ae44de52ac68c82c93929ae6c6.wav,210476,lasst uns die geschichte noch etwas weiter spinnen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/68c3b7d369846178d300c0d7f8a32b7848987de8ff4305d1cdb350978214592a7abc06ecb3aa0844fbfc2f4b574dc9ee6c2dde28fe3179655076d36c3bb57d2a.wav,149036,obwohl es mit viel tamtam beworben wurde entpuppt sich das haarwuchsmittel als ladenhüter
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d6c0b101075077196cfffa593aac1cb83c4e8361095e125614a1ab68e8090c49a92620b5aa1262ba687bd48ed28b720e53a866cff10be0fc55df3b1054ea984d.wav,109868,frank ist mit der gesamtsituation unzufrieden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/02ffd09d27cc775e716049695a54edc8beca583baa22d0985399d24f444c05f325dcf4ded6a3fb4963135bc7f7129069d6a4df538af910d2407a23fad0143825.wav,175148,dann machte er eine unmissverständliche drohgebärde und wir rannten davon
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/18122c92563dded79b63f3e7c2b8faf1378951bb4b77c65a01b034c6fe9b750144fc2b6d3be75875aef58e7004b15a68f28a8b512f4f34fc9f80df0be3a1a8d1.wav,169004,du interpretierst da zu viel hinein meint oskar
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b232f17e73fc2f6d97956b64c267b4f442ad2fa2e64becd7303978a8f9fc79cdf559a95b76369fe7db6a43b35e864e178f6cf40bb2b8219b21bff5ede289b723.wav,142124,ach ist das öde
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2cc68a67d658356a06a75aa9b79ff1b51448fb95b27eedc07db47ef560fa56ba9a4dde75d9bec0e0ab17090b0e0e887e48754330123e765a4c1371efa919d2e1.wav,113708,um viertel drei bin ich mit frauke verabredet
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/7463272eb303b0b626de38c53b4c09a622d9bb7f1e2eba919413a696f2c3f1f724772af8fc4285f85983d06294e02d3e26974a5822af78eefbcce81f08eb6611.wav,163628,am ende ihrer arbeit hatten die maurer noch ein paar ziegelsteine über
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f42849ccf816a55583dace6f67db3b7e2012ea0a40aa503e61190ab3fcdc97640017380046172e69151552995f649a7e30dc89c012075e2ad5c99610abaceba2.wav,133676,da sie die hände nicht frei hatte versuchte zora sich die haare aus dem gesicht zu pusten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4edf8de960fb51f0ec4cb2ba7326d24c34323a7dd8c1f226c9de821abda604145dca9da427543b791275de5047278d51a766c897255c5084880b98a9262d16b6.wav,245036,das ist sehr nett aber mein herz ist leider schon vergeben bedauerte simone
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f26ff7d771d1cea7a1daba90798b8e89fe6506fed627091508af4a8c81b3246bdb2c6e2a1b8668927d5d3ca959e466fa07f017d220ed84dd8b5babec3bdc9b4a.wav,124460,jetzt ist ärmel hochkrempeln angesagt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/23bb5d75b1e0b630f3ac8ac29808a7adc9f03a39b75f3cd76196b6c4a1f79cad5ea40f4641115a9611b19249f91068c321da8bb86ab9603cfa1bc757a8fec288.wav,139820,im alter kamen die kriegserinnerungen wieder hoch und machten sie psychisch fertig
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a1648671c836ee9b715f68c0f411f8c4d29cc43c18cbceb7a8c79dbf1ee2229158f256a67f33a66255bd6a77e6c11df1da169806e8856ae76b667d9c99a1dc39.wav,127532,der junge mann dort hat uns freundlicherweise vorgelassen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2e001e7b4f5de9d069d49c1216d0e304d9893d7414cb45b4edadf2d8cf65fb61af9f858cc94e28cc260d10de23c68ba9bc48967647eabfd5897d30084a17c3f0.wav,275756,selbst schuld dachte er und konnte seine schadenfreude kaum verbergen
